588442; 0.86326975; 38251; 
578370; 0.10441762; 621520; 
154138; 0.33254063; 116376; 
503481; 0.50664544; 910906; 
707569; 0.84007025; 237807; 
206129; 0.33174545; 142447; 
29199; 0.45691586; 701285; 
348636; 0.030944169; 993346; 
202442; 0.26958752; 70128; 
988187; 0.5889877; 451296; 
576463; 0.9871879; 949313; 
306526; 0.988156; 150805; 
338211; 0.9531456; 324928; 
636100; 0.75581783; 299431; 
252936; 0.77491033; 548062; 
974691; 0.8689825; 813516; 
866272; 0.876531; 696484; 
526120; 0.86132896; 261128; 
771257; 0.05483353; 964232; 
692912; 0.54509515; 952063; 
766916; 0.33524066; 951299; 
558998; 0.6068627; 758475; 
254905; 0.45717657; 861533; 
102289; 0.017405093; 638810; 
788754; 0.8560073; 46387; 
966497; 0.98646605; 105959; 
204268; 0.89166325; 526831; 
172001; 0.06055802; 76822; 
887750; 0.9585127; 309994; 
55038; 0.88892645; 847235; 
357579; 0.5149962; 951296; 
392112; 0.022775471; 539148; 
8187; 0.6422671; 65030; 
248433; 0.7401001; 994208; 
997847; 0.02002883; 727458; 
953351; 0.26213634; 428588; 
864547; 0.8991015; 468226; 
183017; 0.57324433; 83036; 
84451; 0.36566538; 295409; 
762000; 0.21771556; 861587; 
372710; 0.862884; 337534; 
362612; 0.5516223; 268568; 
480067; 0.5524549; 853687; 
50521; 0.8534259; 329026; 
399392; 0.15808427; 63025; 
924949; 0.4244514; 829697; 
596061; 0.9377957; 543139; 
918847; 0.58507824; 697267; 
263107; 0.012721777; 874422; 
353849; 0.79639894; 47604; 
122834; 0.97135895; 897581; 
808432; 0.95259225; 506959; 
671437; 0.09595072; 241400; 
16657; 0.4137187; 594498; 
775121; 0.7573739; 358866; 
85969; 0.3593375; 374850; 
936046; 0.33485156; 884868; 
964225; 0.007608831; 695644; 
237185; 0.9542749; 130927; 
129927; 0.53351873; 306871; 
9921; 0.08957368; 165490; 
353535; 0.037633777; 149969; 
151377; 0.6892341; 484037; 
179610; 0.8209768; 609384; 
400045; 0.6233515; 668023; 
91775; 0.0046730638; 907323; 
231397; 0.17753112; 482577; 
883196; 0.5777609; 565717; 
810785; 0.3185078; 166418; 
709138; 0.77277446; 95360; 
311335; 0.923632; 967374; 
920816; 0.36172563; 984349; 
699889; 0.25765234; 169753; 
805143; 0.58082587; 936893; 
220208; 0.86825204; 455504; 
924301; 0.12697124; 967859; 
362200; 0.72904557; 761639; 
836241; 0.525809; 226053; 
9049; 0.80640346; 496071; 
297962; 0.4893149; 928559; 
174483; 0.7165668; 605869; 
918367; 0.25663012; 261584; 
222059; 0.30521232; 768149; 
188317; 0.3756588; 766285; 
534110; 0.20981479; 688474; 
2131; 0.28758824; 486071; 
398184; 0.21372408; 897749; 
579364; 0.9999925; 535226; 
904151; 0.10236764; 686832; 
773730; 0.68925226; 405156; 
135547; 0.49349034; 497585; 
68397; 0.36308903; 765586; 
744884; 0.841802; 692845; 
590657; 0.26707768; 100239; 
890379; 0.36878055; 160615; 
929657; 0.07535952; 315182; 
933355; 0.83125657; 719962; 
895640; 0.629067; 991276; 
211488; 0.85602874; 603937; 
76132; 0.710828; 207459; 
784869; 0.7585375; 565116; 
737624; 0.5671116; 546089; 
948855; 0.2876997; 594870; 
234504; 0.5571598; 272910; 
356967; 0.61629117; 414685; 
919536; 0.83567077; 386075; 
760944; 0.9971263; 505482; 
290184; 0.20887816; 493394; 
797126; 0.6687793; 643262; 
298148; 0.9688321; 496705; 
378777; 0.4258722; 651398; 
674225; 0.119473755; 26475; 
932173; 0.18231547; 197539; 
972999; 0.10464054; 504488; 
630750; 0.3985479; 425020; 
844098; 0.8785493; 692133; 
93173; 0.454387; 48195; 
373383; 0.6153107; 912950; 
771544; 0.57334673; 981986; 
918357; 0.49233943; 831662; 
54025; 0.8096646; 953427; 
720750; 0.5143828; 915787; 
78584; 0.30835348; 862321; 
495839; 0.43415326; 798865; 
621148; 0.46017343; 753718; 
118641; 0.3272323; 995659; 
834646; 0.6192582; 55651; 
595162; 0.29414254; 199564; 
593584; 0.804392; 473675; 
456872; 0.17917424; 771967; 
860643; 0.07571268; 893774; 
224650; 0.8283064; 143424; 
903534; 0.14037943; 256923; 
914918; 0.9446526; 804705; 
242415; 0.4702956; 532264; 
416485; 0.4021892; 7567; 
758020; 0.33749312; 411814; 
471850; 0.19000536; 606399; 
424031; 0.77188283; 34783; 
281876; 0.7970685; 573261; 
670566; 0.6180134; 816529; 
519164; 0.46872628; 180927; 
88439; 0.16699958; 594397; 
31774; 0.13169384; 289556; 
153517; 0.78407675; 294966; 
106651; 0.039093792; 298185; 
739080; 0.118195534; 885342; 
518509; 0.021344066; 440579; 
971982; 0.4486524; 188624; 
919898; 0.87593186; 320203; 
666751; 0.094224095; 64118; 
937264; 0.8029858; 565705; 
